epoch,iter,lossG,lossGfwd,lossGadv,lossD,lossDadv-org,lossDadv-gen,lossDadv-mix,SSIM,PSNR,LPIPS,HistW
440,220500,1.075352,0.398548,-0.676805,1.998560,0.323401,1.675046,1.675273,0.998220,51.612050,0.015089,0.068196
441,221000,1.074018,0.395838,-0.678180,1.999008,0.322298,1.676812,1.676608,0.000000,0.000000,0.000000,0.000000
442,221500,1.092519,0.413362,-0.679156,1.999915,0.320973,1.678783,1.679102,0.000000,0.000000,0.000000,0.000000
443,222000,1.076617,0.397250,-0.679367,2.000070,0.320406,1.679781,1.679547,0.000000,0.000000,0.000000,0.000000
444,222500,1.071187,0.391437,-0.679750,1.999235,0.320439,1.678865,1.678727,0.000000,0.000000,0.000000,0.000000
445,223000,1.079272,0.397108,-0.682164,1.999738,0.317883,1.682029,1.681680,0.998199,51.931395,0.015373,0.068784
446,223500,1.071366,0.388468,-0.682898,2.000430,0.317083,1.683261,1.683434,0.000000,0.000000,0.000000,0.000000
447,224000,1.093885,0.409955,-0.683930,2.000333,0.316190,1.684169,1.684117,0.000000,0.000000,0.000000,0.000000
448,224500,1.077415,0.392423,-0.684992,2.001544,0.314989,1.686655,1.686457,0.000000,0.000000,0.000000,0.000000
449,225000,1.080227,0.392711,-0.687516,1.999913,0.312309,1.687595,1.687614,0.000000,0.000000,0.000000,0.000000
450,225500,1.074509,0.386931,-0.687578,1.999767,0.312199,1.687570,1.687566,0.998222,51.360695,0.015185,0.068658
451,226000,1.082022,0.394389,-0.687633,1.999767,0.312201,1.687565,1.687566,0.000000,0.000000,0.000000,0.000000
452,226500,1.084121,0.396348,-0.687773,1.999399,0.311834,1.687564,1.687565,0.000000,0.000000,0.000000,0.000000
453,227000,1.079045,0.389560,-0.689484,1.998193,0.310302,1.687877,1.687904,0.000000,0.000000,0.000000,0.000000
454,227500,1.096230,0.404176,-0.692055,1.996980,0.308284,1.688665,1.688727,0.000000,0.000000,0.000000,0.000000
455,228000,1.091545,0.398702,-0.692844,1.996388,0.307364,1.688890,1.689159,0.998203,50.911684,0.014657,0.068374
456,228500,1.081691,0.389597,-0.692094,1.996932,0.308021,1.689066,1.688754,0.000000,0.000000,0.000000,0.000000
457,229000,1.086544,0.393169,-0.693375,1.996932,0.306863,1.690091,1.690046,0.000000,0.000000,0.000000,0.000000
458,229500,1.094224,0.400529,-0.693695,1.996163,0.307009,1.689067,1.689242,0.000000,0.000000,0.000000,0.000000
459,230000,1.092464,0.398886,-0.693578,1.996930,0.306545,1.690524,1.690246,0.000000,0.000000,0.000000,0.000000
460,230500,1.084516,0.389516,-0.695000,1.999554,0.305000,1.694590,1.694518,0.998211,52.060778,0.015585,0.069620
461,231000,1.096108,0.399577,-0.696531,1.999461,0.303243,1.696278,1.696157,0.000000,0.000000,0.000000,0.000000
462,231500,1.106226,0.409882,-0.696344,1.999619,0.303574,1.696027,1.696063,0.000000,0.000000,0.000000,0.000000
463,232000,1.095344,0.397930,-0.697414,1.999448,0.302832,1.696793,1.696439,0.000000,0.000000,0.000000,0.000000
464,232500,1.086348,0.389574,-0.696773,1.999861,0.303311,1.696502,1.696598,0.000000,0.000000,0.000000,0.000000
465,233000,1.095728,0.396392,-0.699336,2.001914,0.300881,1.701221,1.700844,0.998186,52.194395,0.015281,0.069861
466,233500,1.087531,0.385758,-0.701773,2.001823,0.298692,1.703154,1.703107,0.000000,0.000000,0.000000,0.000000
467,234000,1.094416,0.392752,-0.701664,2.001697,0.298663,1.703001,1.703065,0.000000,0.000000,0.000000,0.000000
468,234500,1.096316,0.394933,-0.701383,2.001775,0.298668,1.703120,1.703093,0.000000,0.000000,0.000000,0.000000
469,235000,1.086939,0.384329,-0.702609,2.000679,0.297499,1.703156,1.703203,0.000000,0.000000,0.000000,0.000000
470,235500,1.091684,0.384301,-0.707383,1.997233,0.292842,1.704367,1.704414,0.998235,51.944278,0.015175,0.069535
471,236000,1.105934,0.398684,-0.707250,1.996864,0.292674,1.704052,1.704328,0.000000,0.000000,0.000000,0.000000
472,236500,1.087551,0.383121,-0.704430,1.998409,0.295173,1.703232,1.703240,0.000000,0.000000,0.000000,0.000000
473,237000,1.095824,0.390707,-0.705117,1.997729,0.294336,1.703390,1.703395,0.000000,0.000000,0.000000,0.000000
474,237500,1.098691,0.391746,-0.706945,1.996484,0.293195,1.703309,1.703268,0.000000,0.000000,0.000000,0.000000
475,238000,1.105902,0.399191,-0.706711,1.996204,0.292998,1.703222,1.703190,0.998225,50.768420,0.015070,0.068875
476,238500,1.107025,0.399885,-0.707141,1.996908,0.293142,1.703801,1.703730,0.000000,0.000000,0.000000,0.000000
477,239000,1.101007,0.395101,-0.705906,1.997447,0.293795,1.703751,1.703553,0.000000,0.000000,0.000000,0.000000
478,239500,1.102526,0.393479,-0.709047,1.999544,0.291636,1.707923,1.707895,0.000000,0.000000,0.000000,0.000000
479,240000,1.092840,0.382824,-0.710016,2.000367,0.290191,1.710185,1.710166,0.000000,0.000000,0.000000,0.000000
480,240500,1.096219,0.385774,-0.710445,2.000346,0.289653,1.710709,1.710677,0.998254,52.042406,0.014769,0.069673
481,241000,1.108406,0.397430,-0.710977,1.999887,0.288917,1.710983,1.710956,0.000000,0.000000,0.000000,0.000000
482,241500,1.098404,0.387177,-0.711227,1.999847,0.288755,1.711086,1.711097,0.000000,0.000000,0.000000,0.000000
483,242000,1.101730,0.389323,-0.712406,1.999863,0.287333,1.712620,1.712440,0.000000,0.000000,0.000000,0.000000
484,242500,1.104144,0.389902,-0.714242,2.001343,0.285753,1.715447,1.715733,0.000000,0.000000,0.000000,0.000000
485,243000,1.105437,0.389133,-0.716305,2.001692,0.283944,1.717898,1.717597,0.998227,52.113757,0.014818,0.069295
486,243500,1.106799,0.388479,-0.718320,2.000598,0.281789,1.718810,1.718809,0.000000,0.000000,0.000000,0.000000
487,244000,1.101501,0.383134,-0.718367,2.000499,0.281684,1.718816,1.718814,0.000000,0.000000,0.000000,0.000000
488,244500,1.108775,0.389689,-0.719086,1.999753,0.280869,1.718893,1.718875,0.000000,0.000000,0.000000,0.000000
489,245000,1.106477,0.385039,-0.721437,1.997363,0.278421,1.718941,1.718944,0.000000,0.000000,0.000000,0.000000
490,245500,1.104418,0.382535,-0.721883,1.996985,0.277957,1.718982,1.719075,0.998208,52.255218,0.014977,0.069457
491,246000,1.107334,0.383568,-0.723766,1.996471,0.276251,1.720264,1.720174,0.000000,0.000000,0.000000,0.000000
492,246500,1.121229,0.399252,-0.721977,1.996799,0.277890,1.718965,1.718853,0.000000,0.000000,0.000000,0.000000
493,247000,1.119133,0.396531,-0.722602,1.996147,0.277285,1.718862,1.718861,0.000000,0.000000,0.000000,0.000000
494,247500,1.095747,0.373693,-0.722055,1.997097,0.277977,1.719156,1.719083,0.000000,0.000000,0.000000,0.000000
495,248000,1.121677,0.399536,-0.722141,1.997096,0.277847,1.719259,1.719240,0.998206,51.528126,0.015457,0.068596
496,248500,1.112023,0.386523,-0.725500,1.999617,0.274541,1.725078,1.725076,0.000000,0.000000,0.000000,0.000000
497,249000,1.132445,0.406086,-0.726359,1.999926,0.273472,1.726452,1.726454,0.000000,0.000000,0.000000,0.000000
498,249500,1.117661,0.391247,-0.726414,1.999707,0.273384,1.726156,1.726490,0.000000,0.000000,0.000000,0.000000
499,250000,1.115898,0.389320,-0.726578,1.999974,0.273476,1.726522,1.726475,0.000000,0.000000,0.000000,0.000000
500,250500,1.118380,0.391669,-0.726711,1.999811,0.272873,1.726933,1.726943,0.998221,51.940003,0.015876,0.069037
501,251000,1.127239,0.400310,-0.726930,1.999343,0.272602,1.726779,1.726704,0.000000,0.000000,0.000000,0.000000
502,251500,1.105695,0.378492,-0.727203,1.999528,0.272368,1.727197,1.727123,0.000000,0.000000,0.000000,0.000000
503,252000,1.114092,0.385373,-0.728719,1.999694,0.271028,1.728577,1.728755,0.000000,0.000000,0.000000,0.000000
504,252500,1.110813,0.380641,-0.730172,2.001358,0.269677,1.731694,1.731669,0.000000,0.000000,0.000000,0.000000
505,253000,1.127026,0.394222,-0.732805,2.002136,0.267944,1.734204,1.734180,0.998194,51.192532,0.015953,0.069719
506,253500,1.125888,0.393373,-0.732516,2.002382,0.268032,1.734373,1.734327,0.000000,0.000000,0.000000,0.000000
507,254000,1.122398,0.388109,-0.734289,2.000117,0.265657,1.734513,1.734406,0.000000,0.000000,0.000000,0.000000
508,254500,1.126783,0.392307,-0.734477,2.000229,0.265669,1.734601,1.734519,0.000000,0.000000,0.000000,0.000000
509,255000,1.113544,0.380700,-0.732844,2.001967,0.267686,1.734245,1.734318,0.000000,0.000000,0.000000,0.000000
510,255500,1.133920,0.400693,-0.733227,2.001593,0.267159,1.734429,1.734438,0.998076,51.431489,0.016412,0.069763
511,256000,1.125671,0.392202,-0.733469,2.001651,0.267286,1.734318,1.734412,0.000000,0.000000,0.000000,0.000000
512,256500,1.128983,0.396334,-0.732648,2.002367,0.268012,1.734326,1.734382,0.000000,0.000000,0.000000,0.000000
513,257000,1.112199,0.379964,-0.732234,2.002948,0.268587,1.734352,1.734370,0.000000,0.000000,0.000000,0.000000
514,257500,1.124883,0.392836,-0.732047,2.002343,0.268409,1.734044,1.733824,0.000000,0.000000,0.000000,0.000000
515,258000,1.122221,0.389744,-0.732477,2.002317,0.268154,1.734255,1.734069,0.998212,52.194783,0.014980,0.069737
516,258500,1.117808,0.385917,-0.731891,2.002691,0.268571,1.734115,1.734126,0.000000,0.000000,0.000000,0.000000
517,259000,1.144851,0.411718,-0.733133,2.001724,0.267329,1.734391,1.734399,0.000000,0.000000,0.000000,0.000000
518,259500,1.128528,0.393082,-0.735445,1.999113,0.264633,1.734466,1.734496,0.000000,0.000000,0.000000,0.000000
519,260000,1.117515,0.380804,-0.736711,1.997676,0.262961,1.734774,1.734656,0.000000,0.000000,0.000000,0.000000
520,260500,1.121189,0.386822,-0.734367,1.999762,0.265361,1.734374,1.734429,0.998240,51.552553,0.014798,0.069695
521,261000,1.125914,0.391789,-0.734125,2.000394,0.266058,1.734334,1.734337,0.000000,0.000000,0.000000,0.000000
522,261500,1.118178,0.384279,-0.733898,2.000794,0.266580,1.734183,1.734244,0.000000,0.000000,0.000000,0.000000
523,262000,1.108581,0.374605,-0.733977,2.001324,0.266909,1.734414,1.734415,0.000000,0.000000,0.000000,0.000000
524,262500,1.127273,0.393109,-0.734164,2.000816,0.266396,1.734422,1.734420,0.000000,0.000000,0.000000,0.000000
525,263000,1.105982,0.372107,-0.733875,2.000980,0.266564,1.734418,1.734416,0.998221,52.144066,0.015474,0.070246
526,263500,1.119204,0.384939,-0.734266,2.000496,0.266070,1.734427,1.734426,0.000000,0.000000,0.000000,0.000000
527,264000,1.114907,0.378556,-0.736352,1.997972,0.263253,1.734650,1.734789,0.000000,0.000000,0.000000,0.000000
528,264500,1.127233,0.390428,-0.736805,1.997798,0.262932,1.734913,1.734819,0.000000,0.000000,0.000000,0.000000
529,265000,1.123049,0.385853,-0.737195,1.997940,0.262629,1.735335,1.735288,0.000000,0.000000,0.000000,0.000000
530,265500,1.116458,0.379521,-0.736938,1.998160,0.262819,1.735246,1.735435,0.998212,52.116369,0.016114,0.069820
531,266000,1.116879,0.381481,-0.735398,1.999174,0.264302,1.734857,1.734887,0.000000,0.000000,0.000000,0.000000
532,266500,1.118354,0.381604,-0.736750,1.999585,0.262986,1.736616,1.736582,0.000000,0.000000,0.000000,0.000000
533,267000,1.127179,0.387664,-0.739516,2.000937,0.260583,1.740400,1.740307,0.000000,0.000000,0.000000,0.000000
534,267500,1.120788,0.380186,-0.740602,2.000803,0.259685,1.741150,1.741087,0.000000,0.000000,0.000000,0.000000
535,268000,1.126858,0.385928,-0.740930,2.000845,0.259232,1.741684,1.741541,0.998256,52.088008,0.015765,0.069658
536,268500,1.125343,0.383874,-0.741469,2.001016,0.258973,1.742066,1.742021,0.000000,0.000000,0.000000,0.000000
537,269000,1.131630,0.389630,-0.742000,2.000655,0.258457,1.742187,1.742209,0.000000,0.000000,0.000000,0.000000
538,269500,1.123306,0.381158,-0.742148,2.000152,0.257862,1.742313,1.742267,0.000000,0.000000,0.000000,0.000000
539,270000,1.122012,0.379606,-0.742406,2.000894,0.257295,1.743771,1.743427,0.000000,0.000000,0.000000,0.000000
540,270500,1.129991,0.383335,-0.746656,2.003061,0.253531,1.749540,1.749521,0.998194,52.333660,0.016730,0.069906
541,271000,1.130591,0.380395,-0.750195,1.999746,0.249663,1.750102,1.750062,0.000000,0.000000,0.000000,0.000000
542,271500,1.149562,0.398648,-0.750914,1.998493,0.248410,1.750085,1.750081,0.000000,0.000000,0.000000,0.000000
543,272000,1.133602,0.382204,-0.751398,1.997773,0.247687,1.750080,1.750093,0.000000,0.000000,0.000000,0.000000
544,272500,1.131749,0.379491,-0.752258,1.997233,0.247103,1.750167,1.750093,0.000000,0.000000,0.000000,0.000000
545,273000,1.136516,0.382173,-0.754344,1.997628,0.245692,1.751941,1.751931,0.998239,51.550940,0.015179,0.068989
546,273500,1.134794,0.379122,-0.755672,1.998373,0.244947,1.753372,1.753479,0.000000,0.000000,0.000000,0.000000
547,274000,1.127339,0.372206,-0.755133,1.998317,0.245111,1.752964,1.753447,0.000000,0.000000,0.000000,0.000000
548,274500,1.141926,0.387113,-0.754812,1.999475,0.245591,1.753699,1.754069,0.000000,0.000000,0.000000,0.000000
549,275000,1.137177,0.381279,-0.755898,2.001413,0.245052,1.756432,1.756290,0.000000,0.000000,0.000000,0.000000
550,275500,1.135291,0.378346,-0.756945,2.001165,0.244182,1.756889,1.757076,0.998217,51.616015,0.016171,0.069387
551,276000,1.140272,0.382811,-0.757461,2.000477,0.243024,1.757452,1.757455,0.000000,0.000000,0.000000,0.000000
552,276500,1.144338,0.385877,-0.758461,1.999793,0.240956,1.758938,1.758736,0.000000,0.000000,0.000000,0.000000
553,277000,1.169723,0.405973,-0.763750,2.001752,0.236753,1.765031,1.764967,0.000000,0.000000,0.000000,0.000000
554,277500,1.144317,0.379777,-0.764539,2.001481,0.236020,1.765468,1.765454,0.000000,0.000000,0.000000,0.000000
555,278000,1.141530,0.375968,-0.765563,2.000214,0.234525,1.765675,1.765702,0.998213,51.786746,0.015743,0.069143
556,278500,1.139539,0.372672,-0.766867,1.998479,0.232707,1.765743,1.765801,0.000000,0.000000,0.000000,0.000000
557,279000,1.170674,0.401205,-0.769469,1.996676,0.230795,1.765890,1.765872,0.000000,0.000000,0.000000,0.000000
558,279500,1.158858,0.389850,-0.769008,1.996777,0.230837,1.765923,1.765958,0.000000,0.000000,0.000000,0.000000
559,280000,1.148613,0.378988,-0.769625,1.996756,0.230669,1.766144,1.766031,0.000000,0.000000,0.000000,0.000000
560,280500,1.151313,0.382048,-0.769266,1.996825,0.230652,1.766040,1.766305,0.998197,52.353740,0.016297,0.070699
561,281000,1.152753,0.380902,-0.771852,1.996413,0.229092,1.767227,1.767415,0.000000,0.000000,0.000000,0.000000
562,281500,1.159497,0.389286,-0.770211,1.996496,0.230184,1.766358,1.766266,0.000000,0.000000,0.000000,0.000000
563,282000,1.156190,0.383721,-0.772469,1.997895,0.228004,1.769822,1.769961,0.000000,0.000000,0.000000,0.000000
564,282500,1.156700,0.382357,-0.774344,2.001495,0.225015,1.776800,1.776160,0.000000,0.000000,0.000000,0.000000
565,283000,1.174876,0.397673,-0.777203,1.999677,0.222911,1.776873,1.776659,0.998240,51.365745,0.015451,0.069055
566,283500,1.151139,0.373998,-0.777141,1.999965,0.222835,1.777055,1.777206,0.000000,0.000000,0.000000,0.000000
567,284000,1.155254,0.376996,-0.778258,1.999872,0.222239,1.777809,1.777458,0.000000,0.000000,0.000000,0.000000
568,284500,1.157711,0.376601,-0.781109,2.000049,0.219033,1.781049,1.780983,0.000000,0.000000,0.000000,0.000000
569,285000,1.151737,0.370112,-0.781625,1.999584,0.218130,1.781439,1.781469,0.000000,0.000000,0.000000,0.000000
570,285500,1.164958,0.382615,-0.782344,1.998729,0.217340,1.781351,1.781427,0.998206,52.321391,0.014843,0.069408
571,286000,1.170687,0.385703,-0.784984,1.997995,0.215043,1.783062,1.782842,0.000000,0.000000,0.000000,0.000000
572,286500,1.163348,0.378012,-0.785336,1.997709,0.214630,1.783007,1.783151,0.000000,0.000000,0.000000,0.000000
573,287000,1.164158,0.376330,-0.787828,1.998940,0.212410,1.786411,1.786648,0.000000,0.000000,0.000000,0.000000
574,287500,1.171865,0.382506,-0.789359,1.999360,0.210259,1.789034,1.789167,0.000000,0.000000,0.000000,0.000000
575,288000,1.168406,0.378257,-0.790148,1.998888,0.209156,1.789676,1.789790,0.998216,52.066487,0.015025,0.070297
576,288500,1.169279,0.376662,-0.792617,2.000003,0.207386,1.792673,1.792560,0.000000,0.000000,0.000000,0.000000
577,289000,1.180393,0.384182,-0.796211,2.000343,0.204023,1.796401,1.796240,0.000000,0.000000,0.000000,0.000000
578,289500,1.175217,0.377623,-0.797594,1.999084,0.202106,1.796984,1.796971,0.000000,0.000000,0.000000,0.000000
579,290000,1.173399,0.375579,-0.797820,1.998821,0.201826,1.796999,1.796990,0.000000,0.000000,0.000000,0.000000
580,290500,1.187235,0.385485,-0.801750,1.997470,0.198553,1.798767,1.799067,0.998231,52.328138,0.015378,0.069586
581,291000,1.192904,0.389802,-0.803102,1.998523,0.197203,1.801375,1.801265,0.000000,0.000000,0.000000,0.000000
582,291500,1.182316,0.376996,-0.805320,2.002453,0.194088,1.808467,1.808264,0.000000,0.000000,0.000000,0.000000
583,292000,1.177250,0.371109,-0.806141,2.001700,0.193358,1.808320,1.808362,0.000000,0.000000,0.000000,0.000000
584,292500,1.174427,0.367950,-0.806477,1.999390,0.192854,1.806492,1.806581,0.000000,0.000000,0.000000,0.000000
585,293000,1.186586,0.379758,-0.806828,1.999032,0.192641,1.806264,1.806519,0.998256,52.232882,0.015195,0.070296
586,293500,1.196483,0.385788,-0.810695,1.999884,0.189414,1.810429,1.810511,0.000000,0.000000,0.000000,0.000000
587,294000,1.197102,0.383977,-0.813125,1.998581,0.186045,1.812552,1.812522,0.000000,0.000000,0.000000,0.000000
588,294500,1.185750,0.372524,-0.813227,1.998678,0.186082,1.812605,1.812589,0.000000,0.000000,0.000000,0.000000
589,295000,1.197752,0.383401,-0.814352,1.998213,0.185319,1.812883,1.812906,0.000000,0.000000,0.000000,0.000000
590,295500,1.201206,0.384675,-0.816531,1.996631,0.183718,1.812926,1.812900,0.998216,52.521915,0.015398,0.069822
591,296000,1.189481,0.372270,-0.817211,1.996246,0.183242,1.813067,1.812942,0.000000,0.000000,0.000000,0.000000
592,296500,1.197158,0.378869,-0.818289,1.995980,0.182685,1.813176,1.813413,0.000000,0.000000,0.000000,0.000000
593,297000,1.203929,0.384304,-0.819625,1.998529,0.180916,1.817537,1.817689,0.000000,0.000000,0.000000,0.000000
594,297500,1.202814,0.382994,-0.819820,1.998422,0.180674,1.817909,1.817587,0.000000,0.000000,0.000000,0.000000
595,298000,1.195750,0.375992,-0.819758,1.997644,0.181144,1.816642,1.816358,0.998236,51.863318,0.016028,0.069797
596,298500,1.194906,0.374468,-0.820438,2.000161,0.179480,1.820700,1.820662,0.000000,0.000000,0.000000,0.000000
597,299000,1.203488,0.380160,-0.823328,1.999375,0.176346,1.823061,1.822997,0.000000,0.000000,0.000000,0.000000
598,299500,1.208109,0.382133,-0.825977,1.999514,0.174744,1.824864,1.824674,0.000000,0.000000,0.000000,0.000000
599,300000,1.198975,0.373124,-0.825852,1.999629,0.174830,1.824681,1.824915,0.000000,0.000000,0.000000,0.000000
600,300500,1.197291,0.371135,-0.826156,1.999556,0.174215,1.825372,1.825309,0.998233,51.990140,0.015802,0.069731
601,301000,1.208544,0.378888,-0.829656,1.998634,0.170439,1.828057,1.828334,0.000000,0.000000,0.000000,0.000000
602,301500,1.209327,0.375945,-0.833383,1.996605,0.167276,1.829298,1.829361,0.000000,0.000000,0.000000,0.000000
603,302000,1.204493,0.369407,-0.835086,1.998357,0.165186,1.832801,1.833541,0.000000,0.000000,0.000000,0.000000
604,302500,1.210309,0.374512,-0.835797,2.000255,0.164650,1.835660,1.835550,0.000000,0.000000,0.000000,0.000000
605,303000,1.230213,0.394284,-0.835930,1.999790,0.164018,1.835709,1.835835,0.998237,50.689605,0.015154,0.068296
606,303500,1.216707,0.380707,-0.836000,1.999765,0.164032,1.835628,1.835839,0.000000,0.000000,0.000000,0.000000
607,304000,1.219402,0.383457,-0.835945,2.000258,0.164040,1.836128,1.836310,0.000000,0.000000,0.000000,0.000000
608,304500,1.215620,0.379519,-0.836102,1.999839,0.163817,1.835959,1.836085,0.000000,0.000000,0.000000,0.000000
609,305000,1.219282,0.381142,-0.838141,1.998690,0.161605,1.837130,1.837041,0.000000,0.000000,0.000000,0.000000
610,305500,1.212015,0.371695,-0.840320,1.999830,0.160175,1.839475,1.839835,0.998257,51.960477,0.015346,0.069357
611,306000,1.229154,0.388693,-0.840461,2.000713,0.159939,1.840714,1.840834,0.000000,0.000000,0.000000,0.000000
612,306500,1.231265,0.388077,-0.843187,2.000324,0.157016,1.843252,1.843363,0.000000,0.000000,0.000000,0.000000
613,307000,1.227152,0.381206,-0.845945,1.997556,0.153714,1.843854,1.843831,0.000000,0.000000,0.000000,0.000000
614,307500,1.222347,0.376160,-0.846187,1.997185,0.153365,1.843821,1.843817,0.000000,0.000000,0.000000,0.000000
615,308000,1.221716,0.373388,-0.848328,1.996349,0.152148,1.844182,1.844220,0.998243,52.658168,0.015463,0.069640
616,308500,1.232995,0.383472,-0.849523,1.995871,0.151305,1.844550,1.844581,0.000000,0.000000,0.000000,0.000000
617,309000,1.235923,0.386110,-0.849812,1.995939,0.151140,1.844816,1.844783,0.000000,0.000000,0.000000,0.000000
618,309500,1.226563,0.376711,-0.849852,1.995911,0.151049,1.844945,1.844778,0.000000,0.000000,0.000000,0.000000
619,310000,1.218442,0.369044,-0.849398,1.996175,0.151469,1.844660,1.844753,0.000000,0.000000,0.000000,0.000000
620,310500,1.223707,0.375254,-0.848453,1.996364,0.151588,1.844870,1.844682,0.998242,51.823528,0.014516,0.069030
621,311000,1.224506,0.372756,-0.851750,2.000041,0.148089,1.852074,1.851831,0.000000,0.000000,0.000000,0.000000
622,311500,1.224273,0.372226,-0.852047,2.001285,0.147737,1.853676,1.853420,0.000000,0.000000,0.000000,0.000000
623,312000,1.233905,0.380397,-0.853508,2.001056,0.146000,1.855117,1.854995,0.000000,0.000000,0.000000,0.000000
624,312500,1.232986,0.378767,-0.854219,1.999821,0.145441,1.854335,1.854426,0.000000,0.000000,0.000000,0.000000
625,313000,1.230503,0.375612,-0.854891,1.998663,0.144816,1.853798,1.853896,0.998057,52.672501,0.016224,0.070047
626,313500,1.232308,0.376551,-0.855758,1.999263,0.144462,1.854897,1.854706,0.000000,0.000000,0.000000,0.000000
627,314000,1.235143,0.376533,-0.858609,2.000011,0.142072,1.858090,1.857789,0.000000,0.000000,0.000000,0.000000
628,314500,1.240145,0.382473,-0.857672,2.002088,0.142677,1.859467,1.859356,0.000000,0.000000,0.000000,0.000000
629,315000,1.225203,0.370000,-0.855203,2.002791,0.144545,1.858297,1.858195,0.000000,0.000000,0.000000,0.000000
630,315500,1.244854,0.386323,-0.858531,2.000864,0.141511,1.859373,1.859333,0.998213,51.883294,0.016210,0.069878
631,316000,1.238880,0.377630,-0.861250,1.998406,0.138547,1.859889,1.859830,0.000000,0.000000,0.000000,0.000000
632,316500,1.230221,0.365830,-0.864391,1.996786,0.136163,1.860664,1.860581,0.000000,0.000000,0.000000,0.000000
633,317000,1.239068,0.374084,-0.864984,1.997969,0.135821,1.862212,1.862085,0.000000,0.000000,0.000000,0.000000
634,317500,1.245011,0.379269,-0.865742,1.997485,0.135089,1.862373,1.862420,0.000000,0.000000,0.000000,0.000000
635,318000,1.248701,0.382685,-0.866016,1.997563,0.134615,1.862984,1.862911,0.998236,52.485182,0.015231,0.070034
636,318500,1.235395,0.369106,-0.866289,2.000014,0.134322,1.865652,1.865731,0.000000,0.000000,0.000000,0.000000
637,319000,1.232117,0.366164,-0.865953,1.997765,0.134981,1.862697,1.862870,0.000000,0.000000,0.000000,0.000000
638,319500,1.252875,0.386515,-0.866359,2.000538,0.134038,1.866455,1.866545,0.000000,0.000000,0.000000,0.000000
639,320000,1.242623,0.376732,-0.865891,2.000050,0.134933,1.865228,1.865007,0.000000,0.000000,0.000000,0.000000
640,320500,1.233938,0.367570,-0.866367,1.999851,0.134201,1.865687,1.865613,0.998200,52.487917,0.015725,0.070274
641,321000,1.234758,0.367688,-0.867070,2.000498,0.133335,1.867173,1.867152,0.000000,0.000000,0.000000,0.000000
642,321500,1.225961,0.356781,-0.869180,1.998018,0.130227,1.867795,1.867788,0.000000,0.000000,0.000000,0.000000
643,322000,1.238645,0.369098,-0.869547,1.998118,0.129968,1.868306,1.867993,0.000000,0.000000,0.000000,0.000000
644,322500,1.241571,0.370384,-0.871188,1.998836,0.128797,1.869866,1.870211,0.000000,0.000000,0.000000,0.000000
645,323000,1.267614,0.392645,-0.874969,2.000156,0.125494,1.874591,1.874733,0.998221,51.466396,0.015716,0.069389
646,323500,1.238592,0.363944,-0.874648,2.000378,0.125574,1.874799,1.874810,0.000000,0.000000,0.000000,0.000000
647,324000,1.247205,0.372791,-0.874414,2.000558,0.125919,1.874656,1.874622,0.000000,0.000000,0.000000,0.000000
648,324500,1.259602,0.384719,-0.874883,2.000059,0.125052,1.875017,1.874997,0.000000,0.000000,0.000000,0.000000
649,325000,1.243233,0.367999,-0.875234,1.998991,0.123938,1.875058,1.875046,0.000000,0.000000,0.000000,0.000000
650,325500,1.258118,0.380641,-0.877477,1.997233,0.122119,1.875127,1.875100,0.998252,51.067884,0.015463,0.070124
651,326000,1.257864,0.378200,-0.879664,1.996287,0.120820,1.875559,1.875375,0.000000,0.000000,0.000000,0.000000
652,326500,1.252511,0.371558,-0.880953,1.996514,0.119804,1.876638,1.876782,0.000000,0.000000,0.000000,0.000000
653,327000,1.248277,0.365808,-0.882469,1.998914,0.117911,1.880964,1.881042,0.000000,0.000000,0.000000,0.000000
654,327500,1.262402,0.378847,-0.883555,1.999882,0.116197,1.883656,1.883715,0.000000,0.000000,0.000000,0.000000
655,328000,1.261093,0.373702,-0.887391,1.999702,0.112816,1.887026,1.886746,0.998226,52.466968,0.015195,0.070150
656,328500,1.263254,0.373848,-0.889406,2.000220,0.110870,1.889428,1.889271,0.000000,0.000000,0.000000,0.000000
657,329000,1.274516,0.383367,-0.891148,1.998990,0.108262,1.890703,1.890753,0.000000,0.000000,0.000000,0.000000
658,329500,1.270623,0.379271,-0.891352,1.999405,0.108472,1.890942,1.890925,0.000000,0.000000,0.000000,0.000000
659,330000,1.262345,0.370267,-0.892078,1.998361,0.107377,1.891009,1.890960,0.000000,0.000000,0.000000,0.000000
660,330500,1.262512,0.370035,-0.892477,1.997816,0.106876,1.890920,1.890960,0.998269,52.739065,0.015876,0.071057
661,331000,1.270140,0.376601,-0.893539,1.996875,0.106131,1.890788,1.890700,0.000000,0.000000,0.000000,0.000000
662,331500,1.262976,0.366585,-0.896391,1.996399,0.104128,1.892235,1.892306,0.000000,0.000000,0.000000,0.000000
663,332000,1.269826,0.372568,-0.897258,1.997672,0.103419,1.894307,1.894199,0.000000,0.000000,0.000000,0.000000
664,332500,1.276697,0.377939,-0.898758,1.999609,0.100930,1.898649,1.898709,0.000000,0.000000,0.000000,0.000000
665,333000,1.274135,0.374799,-0.899336,1.999217,0.100342,1.898852,1.898899,0.998260,52.457890,0.015250,0.069863
666,333500,1.277850,0.376889,-0.900961,1.999148,0.098660,1.900597,1.900380,0.000000,0.000000,0.000000,0.000000
667,334000,1.274149,0.369102,-0.905047,2.001086,0.095944,1.905032,1.905252,0.000000,0.000000,0.000000,0.000000
