epoch,iter,lossG,lossGfwd,lossGadv,lossD,lossDadv-org,lossDadv-gen,lossDadv-mix,SSIM,PSNR,LPIPS,HistW
212,106500,0.946289,0.437840,-0.508449,2.001300,0.492036,1.509236,1.509293,0.000000,0.000000,0.000000,0.000000
213,107000,0.925747,0.416950,-0.508797,2.001701,0.491463,1.510076,1.510400,0.000000,0.000000,0.000000,0.000000
214,107500,0.937211,0.427984,-0.509227,2.002848,0.490991,1.512118,1.511596,0.000000,0.000000,0.000000,0.000000
215,108000,0.942434,0.432583,-0.509852,2.003111,0.490341,1.512428,1.513113,0.998070,49.893015,0.016369,0.067468
216,108500,0.919074,0.409754,-0.509320,2.002758,0.490883,1.511733,1.512018,0.000000,0.000000,0.000000,0.000000
217,109000,0.933334,0.422100,-0.511234,2.002220,0.488889,1.513239,1.513423,0.000000,0.000000,0.000000,0.000000
218,109500,0.945428,0.433420,-0.512008,2.001943,0.488077,1.513873,1.513860,0.000000,0.000000,0.000000,0.000000
219,110000,0.937338,0.424901,-0.512437,2.001292,0.487751,1.513618,1.513464,0.000000,0.000000,0.000000,0.000000
220,110500,0.923644,0.413542,-0.510102,2.001186,0.489952,1.511321,1.511147,0.998162,50.529371,0.016027,0.067748
221,111000,0.933718,0.424061,-0.509656,2.001836,0.490251,1.511428,1.511743,0.000000,0.000000,0.000000,0.000000
222,111500,0.926203,0.415758,-0.510445,2.002929,0.489907,1.512968,1.513076,0.000000,0.000000,0.000000,0.000000
223,112000,0.926993,0.417055,-0.509938,2.002062,0.489866,1.512359,1.512032,0.000000,0.000000,0.000000,0.000000
224,112500,0.930127,0.419033,-0.511094,2.002993,0.488948,1.514019,1.514071,0.000000,0.000000,0.000000,0.000000
225,113000,0.926627,0.415002,-0.511625,2.003008,0.488416,1.514503,1.514680,0.998145,48.943624,0.015249,0.067671
226,113500,0.931660,0.420285,-0.511375,2.003076,0.488586,1.514527,1.514453,0.000000,0.000000,0.000000,0.000000
227,114000,0.925366,0.412999,-0.512367,2.002906,0.488026,1.514773,1.514988,0.000000,0.000000,0.000000,0.000000
228,114500,0.923925,0.411300,-0.512625,2.002709,0.487682,1.515055,1.514999,0.000000,0.000000,0.000000,0.000000
229,115000,0.921058,0.407777,-0.513281,2.001893,0.486717,1.515128,1.515224,0.000000,0.000000,0.000000,0.000000
230,115500,0.935777,0.422191,-0.513586,2.001792,0.486506,1.515335,1.515238,0.998032,49.539157,0.016279,0.066148
231,116000,0.936444,0.422975,-0.513469,2.001808,0.486809,1.514971,1.515028,0.000000,0.000000,0.000000,0.000000
232,116500,0.943635,0.429073,-0.514563,2.001270,0.485642,1.515687,1.515569,0.000000,0.000000,0.000000,0.000000
233,117000,0.936848,0.422965,-0.513883,2.001801,0.486362,1.515448,1.515429,0.000000,0.000000,0.000000,0.000000
234,117500,0.951817,0.438981,-0.512836,2.002848,0.487573,1.515294,1.515254,0.000000,0.000000,0.000000,0.000000
235,118000,0.915878,0.402932,-0.512945,2.002796,0.487340,1.515401,1.515511,0.998125,51.267430,0.015181,0.069162
236,118500,0.937953,0.424781,-0.513172,2.002398,0.486838,1.515606,1.515516,0.000000,0.000000,0.000000,0.000000
237,119000,0.934996,0.420175,-0.514820,2.000998,0.485308,1.515706,1.515674,0.000000,0.000000,0.000000,0.000000
238,119500,0.928862,0.412643,-0.516219,1.999754,0.484016,1.515684,1.515792,0.000000,0.000000,0.000000,0.000000
239,120000,0.929371,0.413371,-0.516000,2.000246,0.484377,1.515929,1.515808,0.000000,0.000000,0.000000,0.000000
240,120500,0.932958,0.417755,-0.515203,2.000320,0.484577,1.515772,1.515714,0.998025,50.683744,0.015932,0.068661
241,121000,0.922014,0.406811,-0.515203,2.000118,0.484700,1.515369,1.515468,0.000000,0.000000,0.000000,0.000000
242,121500,0.930213,0.413635,-0.516578,1.999408,0.483591,1.515840,1.515794,0.000000,0.000000,0.000000,0.000000
243,122000,0.935089,0.419207,-0.515883,2.000232,0.484459,1.515820,1.515727,0.000000,0.000000,0.000000,0.000000
244,122500,0.934949,0.419058,-0.515891,1.999992,0.484066,1.515900,1.515952,0.000000,0.000000,0.000000,0.000000
245,123000,0.920184,0.404355,-0.515828,1.999859,0.484103,1.515745,1.515768,0.998096,50.211752,0.015829,0.068665
246,123500,0.925121,0.409035,-0.516086,1.999752,0.483906,1.515793,1.515900,0.000000,0.000000,0.000000,0.000000
247,124000,0.942034,0.429018,-0.513016,2.002352,0.487252,1.515185,1.515015,0.000000,0.000000,0.000000,0.000000
248,124500,0.928083,0.415560,-0.512523,2.002480,0.487646,1.514836,1.514834,0.000000,0.000000,0.000000,0.000000
249,125000,0.936243,0.423501,-0.512742,2.002328,0.487387,1.514929,1.514952,0.000000,0.000000,0.000000,0.000000
250,125500,0.918458,0.404661,-0.513797,2.002231,0.486650,1.515571,1.515591,0.998097,51.396815,0.016138,0.068479
251,126000,0.957859,0.443648,-0.514211,2.001580,0.486053,1.515534,1.515521,0.000000,0.000000,0.000000,0.000000
252,126500,0.939991,0.425593,-0.514398,2.001121,0.485660,1.515438,1.515484,0.000000,0.000000,0.000000,0.000000
253,127000,0.923493,0.409399,-0.514094,2.001481,0.485905,1.515523,1.515630,0.000000,0.000000,0.000000,0.000000
254,127500,0.924356,0.410364,-0.513992,2.001822,0.486283,1.515555,1.515525,0.000000,0.000000,0.000000,0.000000
255,128000,0.927447,0.412986,-0.514461,2.001412,0.485778,1.515547,1.515722,0.998146,51.076894,0.015572,0.068260
256,128500,0.938620,0.424776,-0.513844,2.001730,0.486220,1.515450,1.515569,0.000000,0.000000,0.000000,0.000000
257,129000,0.942857,0.428224,-0.514633,2.001287,0.485597,1.515718,1.515662,0.000000,0.000000,0.000000,0.000000
258,129500,0.925478,0.410791,-0.514687,2.001192,0.485554,1.515632,1.515645,0.000000,0.000000,0.000000,0.000000
259,130000,0.938250,0.424391,-0.513859,2.002020,0.486408,1.515602,1.515624,0.000000,0.000000,0.000000,0.000000
260,130500,0.929063,0.416778,-0.512285,2.002008,0.487753,1.514314,1.514196,0.998134,51.539099,0.016237,0.068879
261,131000,0.911288,0.399452,-0.511836,2.002339,0.488413,1.513805,1.514049,0.000000,0.000000,0.000000,0.000000
262,131500,0.923721,0.410721,-0.513000,2.002478,0.487127,1.515325,1.515378,0.000000,0.000000,0.000000,0.000000
263,132000,0.932003,0.418487,-0.513516,2.001975,0.486612,1.515464,1.515261,0.000000,0.000000,0.000000,0.000000
264,132500,0.919709,0.404170,-0.515539,2.000109,0.484376,1.515753,1.515715,0.000000,0.000000,0.000000,0.000000
265,133000,0.928874,0.412812,-0.516062,1.999833,0.484050,1.515799,1.515767,0.998165,51.593738,0.015638,0.068598
266,133500,0.932885,0.416908,-0.515977,1.999863,0.484142,1.515730,1.515711,0.000000,0.000000,0.000000,0.000000
267,134000,0.921855,0.405433,-0.516422,1.999374,0.483521,1.515879,1.515827,0.000000,0.000000,0.000000,0.000000
268,134500,0.939494,0.422837,-0.516656,1.999079,0.483182,1.515994,1.515800,0.000000,0.000000,0.000000,0.000000
269,135000,0.921245,0.404932,-0.516312,1.999622,0.483878,1.515734,1.515754,0.000000,0.000000,0.000000,0.000000
270,135500,0.926513,0.410778,-0.515734,1.999992,0.484304,1.515721,1.515656,0.998165,50.321771,0.015753,0.066753
271,136000,0.921989,0.404817,-0.517172,1.998654,0.482885,1.515731,1.515807,0.000000,0.000000,0.000000,0.000000
272,136500,0.925505,0.408450,-0.517055,1.998669,0.482914,1.515729,1.515781,0.000000,0.000000,0.000000,0.000000
273,137000,0.931713,0.411736,-0.519977,1.997090,0.480115,1.517050,1.516901,0.000000,0.000000,0.000000,0.000000
274,137500,0.942297,0.423992,-0.518305,1.998314,0.481767,1.516460,1.516634,0.000000,0.000000,0.000000,0.000000
275,138000,0.939601,0.421664,-0.517938,1.998150,0.482218,1.515939,1.515924,0.998121,50.788708,0.016665,0.067908
276,138500,0.931478,0.412658,-0.518820,1.997438,0.481335,1.516112,1.516095,0.000000,0.000000,0.000000,0.000000
277,139000,0.924080,0.406009,-0.518070,1.997904,0.482040,1.515904,1.515823,0.000000,0.000000,0.000000,0.000000
278,139500,0.919557,0.401534,-0.518023,1.998195,0.481961,1.516331,1.516136,0.000000,0.000000,0.000000,0.000000
279,140000,0.950759,0.432165,-0.518594,1.997939,0.481474,1.516532,1.516397,0.000000,0.000000,0.000000,0.000000
280,140500,0.934185,0.415333,-0.518852,1.997982,0.481177,1.516773,1.516838,0.998158,51.936214,0.015855,0.069158
281,141000,0.935897,0.416373,-0.519523,1.997139,0.480459,1.516658,1.516702,0.000000,0.000000,0.000000,0.000000
282,141500,0.934225,0.414827,-0.519398,1.997345,0.480863,1.516508,1.516456,0.000000,0.000000,0.000000,0.000000
283,142000,0.934819,0.415374,-0.519445,1.997279,0.480732,1.516575,1.516519,0.000000,0.000000,0.000000,0.000000
284,142500,0.923695,0.404781,-0.518914,1.997869,0.481026,1.516755,1.516931,0.000000,0.000000,0.000000,0.000000
285,143000,0.931839,0.410605,-0.521234,1.997010,0.478930,1.517990,1.518168,0.998144,51.341007,0.015636,0.068667
286,143500,0.926894,0.406144,-0.520750,1.996619,0.479576,1.517306,1.516781,0.000000,0.000000,0.000000,0.000000
287,144000,0.936851,0.415780,-0.521070,1.996712,0.479047,1.517546,1.517783,0.000000,0.000000,0.000000,0.000000
288,144500,0.958323,0.436682,-0.521641,1.997021,0.478541,1.518402,1.518558,0.000000,0.000000,0.000000,0.000000
289,145000,0.926944,0.402803,-0.524141,2.000487,0.476103,1.524367,1.524401,0.000000,0.000000,0.000000,0.000000
290,145500,0.926070,0.403468,-0.522602,1.998166,0.477580,1.520707,1.520464,0.998128,50.737993,0.016416,0.068447
291,146000,0.943224,0.420239,-0.522984,1.998992,0.477491,1.521704,1.521297,0.000000,0.000000,0.000000,0.000000
292,146500,0.933112,0.410190,-0.522922,1.998002,0.476979,1.521000,1.521047,0.000000,0.000000,0.000000,0.000000
293,147000,0.933850,0.409811,-0.524039,1.999314,0.476132,1.523098,1.523266,0.000000,0.000000,0.000000,0.000000
294,147500,0.923870,0.398237,-0.525633,1.999961,0.474561,1.525547,1.525252,0.000000,0.000000,0.000000,0.000000
295,148000,0.952294,0.422052,-0.530242,2.000010,0.469981,1.530052,1.530005,0.998130,49.905109,0.015717,0.066666
296,148500,0.937842,0.405615,-0.532227,1.999048,0.467626,1.531424,1.531419,0.000000,0.000000,0.000000,0.000000
297,149000,0.939620,0.407424,-0.532195,1.998849,0.467510,1.531355,1.531322,0.000000,0.000000,0.000000,0.000000
298,149500,0.937342,0.406310,-0.531031,2.000195,0.468783,1.531409,1.531415,0.000000,0.000000,0.000000,0.000000
299,150000,0.933842,0.403443,-0.530398,2.000911,0.469637,1.531257,1.531290,0.000000,0.000000,0.000000,0.000000
300,150500,0.929825,0.397232,-0.532594,1.999471,0.467729,1.531857,1.531627,0.998175,51.292300,0.015423,0.068130
301,151000,0.951957,0.414738,-0.537219,1.998884,0.462935,1.536048,1.535850,0.000000,0.000000,0.000000,0.000000
302,151500,0.955765,0.413804,-0.541961,2.002713,0.458091,1.544480,1.544765,0.000000,0.000000,0.000000,0.000000
303,152000,0.966627,0.423783,-0.542844,2.003404,0.457256,1.546112,1.546184,0.000000,0.000000,0.000000,0.000000
304,152500,0.945514,0.403381,-0.542133,2.003681,0.458202,1.545647,1.545310,0.000000,0.000000,0.000000,0.000000
305,153000,0.972927,0.431013,-0.541914,2.004553,0.458127,1.546398,1.546453,0.998137,51.029405,0.015580,0.068655
306,153500,0.944360,0.402016,-0.542344,2.003499,0.457758,1.545702,1.545782,0.000000,0.000000,0.000000,0.000000
307,154000,0.949190,0.404846,-0.544344,2.002617,0.455878,1.546704,1.546774,0.000000,0.000000,0.000000,0.000000
308,154500,0.954036,0.407989,-0.546047,2.001149,0.454216,1.546942,1.546923,0.000000,0.000000,0.000000,0.000000
309,155000,0.945143,0.399221,-0.545922,2.001042,0.454211,1.546837,1.546825,0.000000,0.000000,0.000000,0.000000
310,155500,0.961511,0.415057,-0.546453,2.000419,0.453582,1.546812,1.546864,0.998165,50.493930,0.015526,0.067725
311,156000,0.953676,0.404144,-0.549531,1.999308,0.450508,1.548746,1.548854,0.000000,0.000000,0.000000,0.000000
312,156500,0.971894,0.418175,-0.553719,2.000698,0.446288,1.554388,1.554431,0.000000,0.000000,0.000000,0.000000
313,157000,0.952142,0.396376,-0.555766,2.001981,0.444310,1.557517,1.557825,0.000000,0.000000,0.000000,0.000000
314,157500,0.977549,0.420736,-0.556813,2.003251,0.443054,1.560227,1.560167,0.000000,0.000000,0.000000,0.000000
315,158000,0.966866,0.408741,-0.558125,2.003219,0.442023,1.561181,1.561210,0.998211,51.128362,0.015309,0.068266
316,158500,0.963845,0.405985,-0.557859,2.003952,0.442167,1.561830,1.561740,0.000000,0.000000,0.000000,0.000000
317,159000,0.951643,0.393347,-0.558297,2.004021,0.442073,1.561836,1.562061,0.000000,0.000000,0.000000,0.000000
318,159500,0.961476,0.401022,-0.560453,2.002050,0.439697,1.562351,1.562355,0.000000,0.000000,0.000000,0.000000
319,160000,0.963108,0.401014,-0.562094,2.000405,0.437886,1.562517,1.562522,0.000000,0.000000,0.000000,0.000000
320,160500,0.972005,0.407904,-0.564102,1.998720,0.436066,1.562650,1.562659,0.998183,51.596950,0.015441,0.068558
321,161000,0.965708,0.399864,-0.565844,1.996961,0.434147,1.562775,1.562853,0.000000,0.000000,0.000000,0.000000
322,161500,0.974771,0.407106,-0.567664,1.997332,0.432405,1.564834,1.565020,0.000000,0.000000,0.000000,0.000000
323,162000,0.977180,0.408930,-0.568250,1.997874,0.431780,1.566462,1.565726,0.000000,0.000000,0.000000,0.000000
324,162500,0.964926,0.397442,-0.567484,1.999257,0.432715,1.566701,1.566384,0.000000,0.000000,0.000000,0.000000
325,163000,0.967186,0.398116,-0.569070,1.998574,0.431090,1.567344,1.567625,0.998202,51.020551,0.015168,0.068821
326,163500,0.979688,0.409242,-0.570445,1.999031,0.429826,1.569370,1.569041,0.000000,0.000000,0.000000,0.000000
327,164000,0.960354,0.389151,-0.571203,2.000181,0.428732,1.571479,1.571419,0.000000,0.000000,0.000000,0.000000
328,164500,0.971870,0.398667,-0.573203,2.001397,0.426857,1.574462,1.574619,0.000000,0.000000,0.000000,0.000000
329,165000,0.975152,0.399785,-0.575367,2.002475,0.424620,1.577945,1.577765,0.000000,0.000000,0.000000,0.000000
330,165500,0.987057,0.408135,-0.578922,1.999284,0.421014,1.578224,1.578316,0.998170,51.589038,0.015401,0.068035
331,166000,0.977178,0.396928,-0.580250,1.998223,0.419877,1.578346,1.578345,0.000000,0.000000,0.000000,0.000000
332,166500,0.980358,0.399420,-0.580937,1.997187,0.418782,1.578505,1.578305,0.000000,0.000000,0.000000,0.000000
333,167000,0.988645,0.406020,-0.582625,1.996729,0.417200,1.579686,1.579373,0.000000,0.000000,0.000000,0.000000
334,167500,0.984821,0.402009,-0.582812,1.996497,0.417193,1.579263,1.579345,0.000000,0.000000,0.000000,0.000000
335,168000,0.984163,0.400382,-0.583781,1.997240,0.416432,1.580822,1.580793,0.998181,52.149846,0.016001,0.069414
336,168500,0.988918,0.402934,-0.585984,1.999410,0.414141,1.585224,1.585313,0.000000,0.000000,0.000000,0.000000
337,169000,0.983866,0.398366,-0.585500,2.000027,0.414667,1.585467,1.585253,0.000000,0.000000,0.000000,0.000000
338,169500,0.983457,0.397309,-0.586148,1.999874,0.414009,1.585892,1.585837,0.000000,0.000000,0.000000,0.000000
339,170000,0.995103,0.409244,-0.585859,2.000107,0.414277,1.585850,1.585810,0.000000,0.000000,0.000000,0.000000
340,170500,0.990697,0.403993,-0.586703,1.999745,0.413413,1.586434,1.586231,0.998175,51.393716,0.015469,0.068366
341,171000,0.979046,0.392445,-0.586602,2.000104,0.413345,1.586671,1.586846,0.000000,0.000000,0.000000,0.000000
342,171500,0.986621,0.397832,-0.588789,2.001193,0.411199,1.590087,1.589900,0.000000,0.000000,0.000000,0.000000
343,172000,0.990007,0.397976,-0.592031,2.001969,0.408313,1.593655,1.593656,0.000000,0.000000,0.000000,0.000000
344,172500,0.990843,0.397577,-0.593266,2.000673,0.406852,1.593831,1.593810,0.000000,0.000000,0.000000,0.000000
345,173000,0.990809,0.396989,-0.593820,2.000236,0.406406,1.593835,1.593826,0.998180,51.309642,0.015562,0.068636
346,173500,1.002277,0.406441,-0.595836,1.998122,0.404175,1.593968,1.593927,0.000000,0.000000,0.000000,0.000000
347,174000,1.019337,0.422290,-0.597047,1.997019,0.402895,1.594042,1.594206,0.000000,0.000000,0.000000,0.000000
348,174500,0.995817,0.397934,-0.597883,1.996224,0.401961,1.594233,1.594293,0.000000,0.000000,0.000000,0.000000
349,175000,1.001067,0.402215,-0.598852,1.996153,0.401590,1.594666,1.594459,0.000000,0.000000,0.000000,0.000000
350,175500,0.997007,0.398772,-0.598234,1.996530,0.401971,1.594553,1.594564,0.998224,51.462631,0.015349,0.068363
351,176000,1.001133,0.401672,-0.599461,1.996195,0.400991,1.595252,1.595157,0.000000,0.000000,0.000000,0.000000
352,176500,0.992616,0.392585,-0.600031,1.997351,0.400023,1.597374,1.597282,0.000000,0.000000,0.000000,0.000000
353,177000,0.994673,0.389430,-0.605242,2.002321,0.394933,1.607270,1.607507,0.000000,0.000000,0.000000,0.000000
354,177500,1.008739,0.402958,-0.605781,2.002862,0.394479,1.608328,1.608439,0.000000,0.000000,0.000000,0.000000
355,178000,1.014491,0.409897,-0.604594,2.001163,0.395361,1.605937,1.605668,0.998078,49.888245,0.016313,0.067091
356,178500,1.020195,0.411859,-0.608336,2.000382,0.391789,1.608474,1.608711,0.000000,0.000000,0.000000,0.000000
357,179000,1.003664,0.395305,-0.608359,2.001260,0.392005,1.609242,1.609268,0.000000,0.000000,0.000000,0.000000
358,179500,1.014057,0.404260,-0.609797,1.999681,0.390236,1.609435,1.609456,0.000000,0.000000,0.000000,0.000000
359,180000,1.009048,0.395314,-0.613734,1.997524,0.386490,1.611099,1.610970,0.000000,0.000000,0.000000,0.000000
360,180500,1.017028,0.403231,-0.613797,1.996527,0.386169,1.610380,1.610336,0.998201,50.738246,0.016242,0.068699
361,181000,1.005303,0.388671,-0.616633,1.998054,0.383566,1.614365,1.614611,0.000000,0.000000,0.000000,0.000000
362,181500,1.016636,0.398347,-0.618289,1.998937,0.381620,1.617323,1.617311,0.000000,0.000000,0.000000,0.000000
363,182000,1.023222,0.404886,-0.618336,2.000731,0.381410,1.619309,1.619333,0.000000,0.000000,0.000000,0.000000
364,182500,1.017566,0.398316,-0.619250,2.000817,0.380325,1.620504,1.620481,0.000000,0.000000,0.000000,0.000000
365,183000,1.019708,0.399864,-0.619844,2.000197,0.380131,1.620280,1.619852,0.998173,51.505461,0.014920,0.068664
366,183500,1.026581,0.407315,-0.619266,1.999582,0.380838,1.618862,1.618625,0.000000,0.000000,0.000000,0.000000
367,184000,1.017605,0.398073,-0.619531,1.999546,0.380250,1.619269,1.619324,0.000000,0.000000,0.000000,0.000000
368,184500,1.052667,0.432527,-0.620141,1.999925,0.379758,1.620119,1.620214,0.000000,0.000000,0.000000,0.000000
369,185000,1.017787,0.395568,-0.622219,2.001101,0.378149,1.622914,1.622990,0.000000,0.000000,0.000000,0.000000
370,185500,1.028019,0.405589,-0.622430,2.001615,0.377759,1.623827,1.623885,0.998173,51.844531,0.015883,0.069273
371,186000,1.026353,0.399103,-0.627250,1.998418,0.372992,1.625423,1.625429,0.000000,0.000000,0.000000,0.000000
372,186500,1.029518,0.399690,-0.629828,1.997040,0.370213,1.626946,1.626708,0.000000,0.000000,0.000000,0.000000
373,187000,1.022526,0.390362,-0.632164,1.997921,0.368302,1.629674,1.629562,0.000000,0.000000,0.000000,0.000000
374,187500,1.025733,0.394062,-0.631672,1.997066,0.368856,1.628090,1.628328,0.000000,0.000000,0.000000,0.000000
375,188000,1.033100,0.400538,-0.632563,1.998593,0.367926,1.630759,1.630574,0.998199,51.096698,0.015629,0.067703
376,188500,1.029397,0.399413,-0.629984,1.999393,0.370107,1.629140,1.629433,0.000000,0.000000,0.000000,0.000000
377,189000,1.039126,0.407673,-0.631453,2.000616,0.368571,1.632010,1.632081,0.000000,0.000000,0.000000,0.000000
378,189500,1.024755,0.391474,-0.633281,2.001138,0.366623,1.634491,1.634539,0.000000,0.000000,0.000000,0.000000
379,190000,1.036207,0.402050,-0.634156,2.001893,0.365498,1.636479,1.636312,0.000000,0.000000,0.000000,0.000000
380,190500,1.024963,0.391174,-0.633789,2.001193,0.365642,1.635371,1.635732,0.998188,50.975769,0.015557,0.068046
381,191000,1.029727,0.394790,-0.634938,2.002922,0.364732,1.638135,1.638246,0.000000,0.000000,0.000000,0.000000
382,191500,1.025120,0.389260,-0.635859,2.002420,0.363736,1.638565,1.638803,0.000000,0.000000,0.000000,0.000000
383,192000,1.043318,0.405037,-0.638281,2.002294,0.362228,1.640126,1.640005,0.000000,0.000000,0.000000,0.000000
384,192500,1.041216,0.402544,-0.638672,2.002294,0.361926,1.640349,1.640386,0.000000,0.000000,0.000000,0.000000
385,193000,1.046442,0.406496,-0.639945,2.000995,0.360413,1.640581,1.640583,0.998174,50.366359,0.015462,0.068262
386,193500,1.031877,0.391908,-0.639969,2.000825,0.360223,1.640669,1.640534,0.000000,0.000000,0.000000,0.000000
387,194000,1.053803,0.411881,-0.641922,1.998693,0.357921,1.640784,1.640759,0.000000,0.000000,0.000000,0.000000
388,194500,1.031968,0.389421,-0.642547,1.997945,0.357138,1.640822,1.640792,0.000000,0.000000,0.000000,0.000000
389,195000,1.049644,0.405730,-0.643914,1.996948,0.356120,1.640829,1.640827,0.000000,0.000000,0.000000,0.000000
390,195500,1.032361,0.388549,-0.643813,1.996754,0.355881,1.640862,1.640883,0.998201,52.170166,0.015334,0.069245
391,196000,1.041964,0.397503,-0.644461,1.996876,0.355646,1.641333,1.641128,0.000000,0.000000,0.000000,0.000000
392,196500,1.043197,0.396892,-0.646305,1.996242,0.354444,1.641940,1.641658,0.000000,0.000000,0.000000,0.000000
393,197000,1.045120,0.399214,-0.645906,1.995770,0.354663,1.641156,1.641058,0.000000,0.000000,0.000000,0.000000
394,197500,1.041868,0.394532,-0.647336,1.997683,0.353198,1.644473,1.644497,0.000000,0.000000,0.000000,0.000000
395,198000,1.037724,0.389036,-0.648687,2.000190,0.351308,1.648979,1.648785,0.998210,51.352079,0.015476,0.068450
396,198500,1.047064,0.397798,-0.649266,2.000722,0.350331,1.650497,1.650285,0.000000,0.000000,0.000000,0.000000
397,199000,1.054557,0.405229,-0.649328,2.000633,0.350072,1.650597,1.650526,0.000000,0.000000,0.000000,0.000000
398,199500,1.041928,0.390170,-0.651758,2.001602,0.348627,1.652869,1.653082,0.000000,0.000000,0.000000,0.000000
399,200000,1.061059,0.407840,-0.653219,2.002158,0.347051,1.655002,1.655213,0.000000,0.000000,0.000000,0.000000
400,200500,1.039456,0.388722,-0.650734,2.000737,0.349054,1.651465,1.651901,0.998238,52.148521,0.015969,0.069299
401,201000,1.036305,0.386430,-0.649875,2.000730,0.349608,1.651254,1.650991,0.000000,0.000000,0.000000,0.000000
402,201500,1.060087,0.406079,-0.654008,2.002085,0.346265,1.655800,1.655841,0.000000,0.000000,0.000000,0.000000
403,202000,1.055778,0.400301,-0.655477,2.001058,0.344807,1.656203,1.656299,0.000000,0.000000,0.000000,0.000000
404,202500,1.049884,0.394181,-0.655703,2.000620,0.344301,1.656338,1.656302,0.000000,0.000000,0.000000,0.000000
405,203000,1.070000,0.413844,-0.656156,2.000215,0.343898,1.656310,1.656324,0.998158,51.757449,0.015207,0.069288
406,203500,1.043306,0.386752,-0.656555,1.999645,0.343316,1.656334,1.656323,0.000000,0.000000,0.000000,0.000000
407,204000,1.039751,0.383329,-0.656422,2.000138,0.343798,1.656337,1.656344,0.000000,0.000000,0.000000,0.000000
408,204500,1.048445,0.391046,-0.657398,1.998852,0.342514,1.656322,1.656353,0.000000,0.000000,0.000000,0.000000
409,205000,1.056217,0.398474,-0.657742,1.998357,0.342022,1.656334,1.656336,0.000000,0.000000,0.000000,0.000000
410,205500,1.059797,0.400626,-0.659172,1.996946,0.340576,1.656363,1.656379,0.998184,50.570007,0.015337,0.068014
411,206000,1.096025,0.435353,-0.660672,1.995742,0.339185,1.656524,1.656591,0.000000,0.000000,0.000000,0.000000
412,206500,1.078230,0.417238,-0.660992,1.995782,0.338833,1.656866,1.657031,0.000000,0.000000,0.000000,0.000000
413,207000,1.056978,0.395400,-0.661578,1.995730,0.338524,1.657181,1.657230,0.000000,0.000000,0.000000,0.000000
414,207500,1.062449,0.401074,-0.661375,1.995793,0.338460,1.657372,1.657294,0.000000,0.000000,0.000000,0.000000
415,208000,1.077884,0.415399,-0.662484,1.997530,0.337545,1.660211,1.659759,0.997612,48.526096,0.021393,0.069138
416,208500,1.070853,0.407368,-0.663484,1.998874,0.336673,1.662410,1.661991,0.000000,0.000000,0.000000,0.000000
417,209000,1.056563,0.393095,-0.663469,1.998376,0.336795,1.661669,1.661492,0.000000,0.000000,0.000000,0.000000
418,209500,1.059761,0.395644,-0.664117,2.000670,0.336025,1.664692,1.664599,0.000000,0.000000,0.000000,0.000000
419,210000,1.054166,0.391502,-0.662664,1.996624,0.337660,1.658901,1.659026,0.000000,0.000000,0.000000,0.000000
420,210500,1.062183,0.398558,-0.663625,1.998102,0.336701,1.661581,1.661222,0.998205,50.934813,0.014483,0.068728
421,211000,1.061885,0.397987,-0.663898,1.998442,0.336391,1.662031,1.662071,0.000000,0.000000,0.000000,0.000000
422,211500,1.057585,0.393452,-0.664133,1.999129,0.335891,1.663230,1.663245,0.000000,0.000000,0.000000,0.000000
423,212000,1.053301,0.387918,-0.665383,2.000638,0.334468,1.666285,1.666056,0.000000,0.000000,0.000000,0.000000
424,212500,1.053369,0.386557,-0.666813,2.000489,0.332997,1.667422,1.667564,0.000000,0.000000,0.000000,0.000000
425,213000,1.059182,0.390854,-0.668328,2.000298,0.332026,1.668113,1.668431,0.998162,50.601452,0.015167,0.067804
426,213500,1.061831,0.391777,-0.670055,2.000759,0.330234,1.670640,1.670409,0.000000,0.000000,0.000000,0.000000
427,214000,1.078013,0.407138,-0.670875,2.000930,0.329566,1.671410,1.671317,0.000000,0.000000,0.000000,0.000000
428,214500,1.065429,0.393937,-0.671492,2.000639,0.328872,1.671715,1.671819,0.000000,0.000000,0.000000,0.000000
429,215000,1.064849,0.392302,-0.672547,1.999648,0.327431,1.672245,1.672189,0.000000,0.000000,0.000000,0.000000
430,215500,1.066631,0.392881,-0.673750,1.998455,0.325955,1.672474,1.672528,0.998210,51.101076,0.014459,0.068409
431,216000,1.069635,0.393776,-0.675859,1.997259,0.324325,1.673001,1.672867,0.000000,0.000000,0.000000,0.000000
432,216500,1.079955,0.402205,-0.677750,1.997248,0.322627,1.674782,1.674459,0.000000,0.000000,0.000000,0.000000
433,217000,1.070636,0.392863,-0.677773,1.996733,0.322396,1.674603,1.674070,0.000000,0.000000,0.000000,0.000000
434,217500,1.085621,0.406293,-0.679328,1.997981,0.321347,1.676831,1.676438,0.000000,0.000000,0.000000,0.000000
435,218000,1.070226,0.390882,-0.679344,1.998202,0.321326,1.676923,1.676828,0.998208,51.073235,0.014910,0.068705
436,218500,1.064950,0.385090,-0.679859,1.999898,0.319923,1.679858,1.680093,0.000000,0.000000,0.000000,0.000000
437,219000,1.071753,0.391299,-0.680453,2.001611,0.319403,1.682573,1.681844,0.000000,0.000000,0.000000,0.000000
438,219500,1.095279,0.415045,-0.680234,2.000980,0.319704,1.681399,1.681153,0.000000,0.000000,0.000000,0.000000
439,220000,1.085600,0.405623,-0.679977,2.000749,0.320114,1.680844,1.680425,0.000000,0.000000,0.000000,0.000000
